TransID,Date,AprCode,EmployeeID,StdRate,EmployeeName,Hours,CostCode,Description,BilledAmt,Comments
13989,2012-04-01,110,3,150,Ahmad Haas,6,190,ERP - Production Support,0,ERP - Production Support
13990,2012-04-01,110,31,150,Allie Rocha,2,190,ERP - Production Support,300,ERP - Production Support
13991,2012-04-01,110,65,150,Ruth Jacobs,1.5,190,ERP - Production Support,225,ERP - Production Support
13995,2012-04-01,110,30,300,Abigail Dickson,2.5,215,CRM - Build Phase,750,CRM - Build Phase
13996,2012-04-01,110,30,300,Abigail Dickson,2,215,CRM - Build Phase,600,CRM - Build Phase
14079,2012-04-02,110,3,150,Ahmad Haas,2,190,ERP - Production Support,300,ERP - Production Support
14080,2012-04-02,110,31,150,Allie Rocha,1,190,ERP - Production Support,150,ERP - Production Support
14081,2012-04-02,110,31,150,Allie Rocha,1,190,ERP - Production Support,150,ERP - Production Support
14082,2012-04-02,110,41,300,Donna Hall,3.5,190,ERP - Production Support,1050,Review account structure and associated dimension mappings
14083,2012-04-02,110,53,600,Kendal Colon,3.5,190,ERP - Production Support,2100,ERP - Production Support
14084,2012-04-02,110,53,600,Kendal Colon,1,190,ERP - Production Support,600,ERP - Production Support
14085,2012-04-02,110,65,150,Ruth Jacobs,0.5,190,ERP - Production Support,75,ERP - Production Support
14086,2012-04-02,110,65,150,Ruth Jacobs,6,190,ERP - Production Support,0,SharePoint and NAV large group walkthrough
14114,2012-04-02,110,58,300,Lorelai Davies,1,456,BI - Testing,300,BI - Acceptance Testing
14144,2012-04-02,110,34,150,Ashtyn Andrade,3.5,495,App Dev - Project Management,525,"Review requested modifications, open items"
14168,2012-04-03,110,3,150,Ahmad Haas,2.5,190,ERP - Production Support,375,ERP - Production Support
14169,2012-04-03,110,31,150,Allie Rocha,1,190,ERP - Production Support,150,Review TMM Partners change request and librarian requests
14170,2012-04-03,110,31,150,Allie Rocha,4,190,ERP - Production Support,600,Meet  on open items and next steps
14171,2012-04-03,110,53,600,Kendal Colon,6,190,ERP - Production Support,0,ERP - Production Support
14210,2012-04-03,110,58,300,Lorelai Davies,2,456,BI - Testing,600,BI - Acceptance Testing
14254,2012-04-04,110,3,150,Ahmad Haas,1,190,ERP - Production Support,150,ERP - Production Support
14255,2012-04-04,110,3,150,Ahmad Haas,2,190,ERP - Production Support,300,Added AP and AR modules to  Analysis Services. Activated fields.
14256,2012-04-04,110,31,150,Allie Rocha,3,190,ERP - Production Support,450,ERP - Production Support
14257,2012-04-04,110,31,150,Allie Rocha,0.5,190,ERP - Production Support,75,Finalized modifications to the warehouse to add new attributes for the vendor name. Change done in BI-VM-05 and TST environment from the museum.
14258,2012-04-04,110,53,600,Kendal Colon,1,190,ERP - Production Support,600,ERP - Production Support
14259,2012-04-04,110,53,600,Kendal Colon,2,190,ERP - Production Support,1200,ERP - Production Support
14269,2012-04-04,110,50,450,Kallie Austin,4,400,AppDev - Design,0,AppDev-Genl Reqmt & Architect
14304,2012-04-04,110,58,300,Lorelai Davies,2,456,BI - Testing,600,BI - Acceptance Testing
14354,2012-04-05,110,3,150,Ahmad Haas,0.5,190,ERP - Production Support,75,ERP - Production Support
14355,2012-04-05,110,3,150,Ahmad Haas,2,190,ERP - Production Support,300,ERP - Production Support
14356,2012-04-05,110,53,600,Kendal Colon,3.5,190,ERP - Production Support,2100,ERP - Production Support
14357,2012-04-05,110,53,600,Kendal Colon,1,190,ERP - Production Support,600,ERP - Production Support
14361,2012-04-05,110,30,300,Abigail Dickson,1,215,CRM - Build Phase,300,CRM - Build Phase
14417,2012-04-05,110,34,150,Ashtyn Andrade,0.5,495,App Dev - Project Management,75,App Dev - Project Management
14445,2012-04-06,110,53,600,Kendal Colon,3,190,ERP - Production Support,1800,ERP - Production Support
14535,2012-04-07,110,53,600,Kendal Colon,2,190,ERP - Production Support,1200,"Review UPS exports, meeting with Summer Xiao to discuss UPS report, meeting  Petrov to complete review of exported data"
14543,2012-04-07,110,30,300,Abigail Dickson,3.5,215,CRM - Build Phase,1050,CRM - Build Phase
14576,2012-04-07,110,58,300,Lorelai Davies,2,456,BI - Testing,600,BI - Acceptance Testing
14624,2012-04-08,110,53,600,Kendal Colon,1.5,190,ERP - Production Support,900,ERP - Production Support
14656,2012-04-08,110,58,300,Lorelai Davies,0.5,456,BI - Testing,150,Sync up  on open projects
14714,2012-04-09,110,53,600,Kendal Colon,1.5,190,ERP - Production Support,900,ERP - Production Support
14756,2012-04-09,110,58,300,Lorelai Davies,2,457,BI - Integration,600,BI - SSIS Package Design
14889,2012-04-11,110,53,600,Kendal Colon,2,190,ERP - Production Support,1200,ERP - Production Support
14932,2012-04-11,110,58,300,Lorelai Davies,0.5,457,BI - Integration,150,diagnose issue with reporting
15007,2012-04-12,110,35,150,Azaria Andersen,2,435,AppDev - Documentation,300,Call with  Newman to catch up on the project status ( and  also included on the call).
15027,2012-04-12,110,58,300,Lorelai Davies,2,456,BI - Testing,600,BI - Acceptance Testing
15233,2012-04-14,110,58,300,Lorelai Davies,2.5,457,BI - Integration,750,BI - SSIS Package Design
15234,2012-04-14,110,58,300,Lorelai Davies,3,457,BI - Integration,900,BI - SSIS Package Design
15307,2012-04-15,110,35,150,Azaria Andersen,2,435,AppDev - Documentation,300,AppDev-User Guide/Document
15323,2012-04-15,110,58,300,Lorelai Davies,0.5,456,BI - Testing,150,Update Supplier Onboarding form
15418,2012-04-16,110,58,300,Lorelai Davies,2,457,BI - Integration,600,BI - SSIS Package Design
15697,2012-04-19,110,38,150,Brooke Holmes,2.5,453,BI - Build,0,BI - Budgeting Build Phase
15757,2012-04-20,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,ERP - Production Support
15758,2012-04-20,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,Verified with  TTL Inc's values uploaded into Analysis Services Data Warehouse.
15811,2012-04-20,110,58,300,Lorelai Davies,1,457,BI - Integration,300,BI - SSIS Package Design
15894,2012-04-21,110,58,300,Lorelai Davies,1,456,BI - Testing,300,BI - Acceptance Testing
15945,2012-04-22,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,Analysis Services Reporting trees
15946,2012-04-22,110,1,600,Abbie Sanchez,2,190,ERP - Production Support,1200,discuss Datazen security and best practices
16081,2012-04-23,110,37,150,Bianca Hardin,0.5,452,BI - Infrastructure,75,BI - Configure Database
16138,2012-04-24,110,1,600,Abbie Sanchez,0.5,190,ERP - Production Support,300,ERP - Production Support
16139,2012-04-24,110,1,600,Abbie Sanchez,1,190,ERP - Production Support,600,Meeting prep and requirements planning review
16232,2012-04-25,110,1,600,Abbie Sanchez,3.5,190,ERP - Production Support,2100,Review and test workbooks
16233,2012-04-25,110,1,600,Abbie Sanchez,3.5,190,ERP - Production Support,2100,ERP - Production Support
16291,2012-04-25,110,58,300,Lorelai Davies,2.5,457,BI - Integration,750,BI - SSIS Package Design
16334,2012-04-26,110,22,150,Makenna Novak,1,190,ERP - Production Support,150,ERP - Production Support
16351,2012-04-26,110,50,450,Kallie Austin,5.5,415,AppDef - Application Model,0,AppDef-Object Model
16432,2012-04-27,110,22,150,Makenna Novak,2.5,190,ERP - Production Support,375,ERP - Production Support
16470,2012-04-27,110,37,150,Bianca Hardin,0.5,452,BI - Infrastructure,75,BI - Configure Database
16529,2012-04-28,110,48,150,Jovani Lozano,2,190,ERP - Production Support,300,ERP - Production Support
16620,2013-09-02,110,57,150,Lisa Strickland,3.5,190,ERP - Production Support,420,ERP - Production Support
16653,2013-09-02,110,44,300,Gavyn Welch,0.5,415,AppDef - Application Model,150,AppDef-Object Model
16725,2013-09-03,110,57,150,Lisa Strickland,0.5,190,ERP - Production Support,75,ERP - Production Support
16804,2013-09-03,110,47,300,Joseph Garrison,3.5,495,App Dev - Project Management,840,App Dev - Project Management
16809,2013-09-03,110,68,750,Walter Conner,1.5,495,App Dev - Project Management,1125,App Dev - Project Management
16838,2013-09-04,110,18,300,Jazmin Marks,0.5,190,ERP - Production Support,150,ERP - Production Support
16852,2013-09-04,110,29,150,Zariah Francis,3.5,410,AppDev - Technical Spec,420,Develop Technical Specifications
16861,2013-09-04,110,50,450,Kallie Austin,5.5,430,AppDev - Quality,0,AppDev-Defect Resolution
16862,2013-09-04,110,57,150,Lisa Strickland,2.5,430,AppDev - Quality,375,AppDev-Defect Resolution
16866,2013-09-04,110,68,750,Walter Conner,1,450,BI - Envisioning,750,BI - Envisioning
16955,2013-09-05,110,9,150,Donavan Fritz,2,410,AppDev - Technical Spec,300,Write query for Escalated Case report
17002,2013-09-05,110,47,300,Joseph Garrison,1,495,App Dev - Project Management,300,App Dev - Project Management
17028,2013-09-06,110,57,150,Lisa Strickland,3,190,ERP - Production Support,450,ERP - Production Support
17086,2013-09-06,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,BI - Configure Database
17087,2013-09-06,110,37,150,Bianca Hardin,0.5,452,BI - Infrastructure,75,BI - Configure Database
17107,2013-09-06,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,Prepare for weekly call
17111,2013-09-06,110,47,300,Joseph Garrison,2.5,495,App Dev - Project Management,750,Create database for dashboard prototype
17138,2013-09-07,110,41,300,Donna Hall,2,190,ERP - Production Support,600,Review and test PMR form
17153,2013-09-07,110,29,150,Zariah Francis,1,410,AppDev - Technical Spec,150,Write query for Escalated Case report
17167,2013-09-07,110,68,750,Walter Conner,2,450,BI - Envisioning,1500,BI - Envisioning
17176,2013-09-07,110,24,150,Maximo Bradley,3,453,BI - Build,450,BI - Budgeting Build Phase
17200,2013-09-07,110,12,900,Finley Salazar,3.5,490,Application Development Support,0,AC2012
17201,2013-09-07,110,12,900,Finley Salazar,3.5,490,Application Development Support,0,AC2012
17209,2013-09-07,110,68,750,Walter Conner,5.5,495,App Dev - Project Management,0,App Dev - Project Management
17261,2013-09-08,110,50,450,Kallie Austin,0.5,405,AppDev - Business Requirements,225,Review excel inquiry export from GP (internal support)
17265,2013-09-08,110,29,150,Zariah Francis,2,410,AppDev - Technical Spec,300,Write query for Escalated Case report
17268,2013-09-08,110,9,150,Donavan Fritz,1,410,AppDev - Technical Spec,150,CAS-24127-M7Q8: Review errors when creating commission voucher
17277,2013-09-08,110,57,150,Lisa Strickland,3.5,430,AppDev - Quality,420,Review test cases according to technical design document
17315,2013-09-08,110,68,750,Walter Conner,2,495,App Dev - Project Management,1500,App Dev - Project Management
17373,2013-09-09,110,57,150,Lisa Strickland,3,430,AppDev - Quality,450,analyze Trinity database and queries for requirements gathering
17374,2013-09-09,110,50,450,Kallie Austin,7,435,AppDev - Documentation,0,AppDev-User Guide/Document
17378,2013-09-09,110,68,750,Walter Conner,1,450,BI - Envisioning,750,BI - Envisioning
17410,2013-09-09,110,47,300,Joseph Garrison,1.5,495,App Dev - Project Management,450,App Dev - Project Management
17440,2013-09-10,110,9,150,Donavan Fritz,2,190,ERP - Production Support,300,ERP - Production Support
17458,2013-09-10,110,57,150,Lisa Strickland,0.5,400,AppDev - Design,75,Data warehouse design requirements review and meeting prep
17461,2013-09-10,110,29,150,Zariah Francis,1.5,410,AppDev - Technical Spec,225,Develop Technical Specifications
17499,2013-09-10,110,10,300,Eve Lopez,2.5,458,BI - Quality,750,Export payroll Kronos DB from BI-VM-03 to BI-VM-05
17549,2013-09-11,110,46,150,Jaeden Cowan,1,400,AppDev - Design,150,AppDev-Genl Reqmt & Architect
17556,2013-09-11,110,44,300,Gavyn Welch,2,415,AppDef - Application Model,600,AppDef-Object Model
17574,2013-09-11,110,37,150,Bianca Hardin,3.5,452,BI - Infrastructure,420,BI - Configure Database
17604,2013-09-11,110,47,300,Joseph Garrison,0.5,495,App Dev - Project Management,150,SSIS ETL GL loading modifications
17609,2013-09-11,110,68,750,Walter Conner,1,495,App Dev - Project Management,750,App Dev - Project Management
17663,2013-09-12,110,34,150,Ashtyn Andrade,1.5,420,AppDev - Build,225,AppDev-Build
17672,2013-09-12,110,68,750,Walter Conner,2.5,450,BI - Envisioning,1500,BI - Envisioning
17681,2013-09-12,110,24,150,Maximo Bradley,2,453,BI - Build,300,BI - Budgeting Build Phase
17698,2013-09-12,110,4,300,Alyssa Patrick,1,458,BI - Quality,300,"Tabular models,  Datazen security"
17700,2013-09-12,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,Gather analysis requirements
17707,2013-09-12,110,47,300,Joseph Garrison,3.5,495,App Dev - Project Management,840,Forecast update.
17744,2013-09-13,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,Summarize meeting notes
17745,2013-09-13,110,56,300,Leandro Bradshaw,2.5,190,ERP - Production Support,750,ERP - Production Support
17774,2013-09-13,110,37,150,Bianca Hardin,1.5,452,BI - Infrastructure,225,BI - Configure Database
17798,2013-09-13,110,10,300,Eve Lopez,1,458,BI - Quality,300,USM database overview and investigation
17804,2013-09-13,110,47,300,Joseph Garrison,1,495,App Dev - Project Management,300,App Dev - Project Management
17833,2013-09-14,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,ERP - Production Support
17834,2013-09-14,110,56,300,Leandro Bradshaw,1.5,190,ERP - Production Support,450,ERP - Production Support
17853,2013-09-14,110,34,150,Ashtyn Andrade,3.5,420,AppDev - Build,525,AppDev-Build
17863,2013-09-14,110,29,150,Zariah Francis,2.5,435,AppDev - Documentation,375,Project planning for GG Partners and TMM Partners
17874,2013-09-14,110,37,150,Bianca Hardin,2,452,BI - Infrastructure,300,BI - Configure Database
17896,2013-09-14,110,4,300,Alyssa Patrick,1.5,458,BI - Quality,450,BI - Reporting Build Phase
17897,2013-09-14,110,10,300,Eve Lopez,2.5,458,BI - Quality,750,BI - Reporting Build Phase
17934,2013-09-15,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,ERP - Production Support
17943,2013-09-15,110,57,150,Lisa Strickland,1.5,400,AppDev - Design,225,AppDev-Genl Reqmt & Architect
17951,2013-09-15,110,44,300,Gavyn Welch,1,415,AppDef - Application Model,300,AppDef-Object Model
17958,2013-09-15,110,12,900,Finley Salazar,5.5,430,AppDev - Quality,0,AC2013
17962,2013-09-15,110,29,150,Zariah Francis,3.5,435,AppDev - Documentation,420,Participate in project kickoff meeting with key business decision makers
17996,2013-09-15,110,4,300,Alyssa Patrick,1,458,BI - Quality,300,BI - Reporting Build Phase
17997,2013-09-15,110,10,300,Eve Lopez,1,458,BI - Quality,300,"ChanGG Partners done to the BUD, reloaded the entire budget with the chanGG Partners on dimensions. Requested by Eric and PM."
18004,2013-09-15,110,68,750,Walter Conner,1.5,495,App Dev - Project Management,1125,App Dev - Project Management
18025,2013-09-16,110,9,150,Donavan Fritz,0.5,190,ERP - Production Support,75,ERP - Production Support
18039,2013-09-16,110,56,300,Leandro Bradshaw,0.5,190,ERP - Production Support,150,ERP - Production Support
18047,2013-09-16,110,50,450,Kallie Austin,1.5,405,AppDev - Business Requirements,675,Requirements Definition
18130,2013-09-17,110,44,300,Gavyn Welch,3,190,ERP - Production Support,900,ERP - Production Support
18142,2013-09-17,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,"Set Up ARAging job on CNDVSQL for testing, Fix issue in CNDVSQL001 with Process Job"
18146,2013-09-17,110,11,150,Everett Yoder,0.5,215,CRM - Build Phase,75,CRM - Build Phase
18154,2013-09-17,110,17,150,Jayvion Parrish,1.5,405,AppDev - Business Requirements,225,Resolve issue with Cube processing
18164,2013-09-17,110,12,900,Finley Salazar,6,430,AppDev - Quality,0,AC2013
18172,2013-09-17,110,29,150,Zariah Francis,0.5,435,AppDev - Documentation,75,AppDev-User Guide/Document
18182,2013-09-17,110,8,300,Denzel Kaufman,3.5,456,BI - Testing,840,BI - Acceptance Testing
18207,2013-09-17,110,47,300,Joseph Garrison,1,495,App Dev - Project Management,300,App Dev - Project Management
18231,2013-09-18,110,44,300,Gavyn Welch,2.5,190,ERP - Production Support,750,Investigate differences in April through June invoice
18240,2013-09-18,110,56,300,Leandro Bradshaw,2,190,ERP - Production Support,600,ERP - Production Support
18253,2013-09-18,110,17,150,Jayvion Parrish,1,405,AppDev - Business Requirements,150,Requirements Definition
18256,2013-09-18,110,9,150,Donavan Fritz,1,410,AppDev - Technical Spec,150,"Understanding excel Reporting Package from TTL Inc division, hidden tables, formulas and fixed numbers."
18301,2013-09-18,110,69,300,Alejandra Pugh,2.5,458,BI - Quality,750,Review last month unbilled revenue
18302,2013-09-18,110,69,300,Alejandra Pugh,1,458,BI - Quality,300,BI - Reporting Build Phase
18303,2013-09-18,110,5,150,Amara Ruiz,4,458,BI - Quality,480,BI - Reporting Build Phase
18305,2013-09-18,110,10,300,Eve Lopez,1,458,BI - Quality,300,CAS-24766-L9X5: Call with client to work on Commission Register by Contract issue
18310,2013-09-18,110,47,300,Joseph Garrison,2,495,App Dev - Project Management,600,App Dev - Project Management
18329,2013-09-19,110,44,300,Gavyn Welch,0.5,190,ERP - Production Support,150,ERP - Production Support
18341,2013-09-19,110,11,150,Everett Yoder,2,215,CRM - Build Phase,300,Review deployment checklist
18364,2013-09-19,110,44,300,Gavyn Welch,1,435,AppDev - Documentation,300,Investigate interface options
18367,2013-09-19,110,68,750,Walter Conner,1,450,BI - Envisioning,750,BI - Envisioning
18381,2013-09-19,110,62,150,Neveah Whitney,2,453,BI - Build,300,BI - Budgeting Build Phase
18396,2013-09-19,110,10,300,Eve Lopez,1.5,458,BI - Quality,450,BI - Reporting Build Phase
18399,2013-09-19,110,12,900,Finley Salazar,2,490,Application Development Support,1800,AC2012
18408,2013-09-19,110,9,150,Donavan Fritz,1.5,515,General Infrastructure,225,Infrastructure Maintenance
